Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,league
17/08/2018,Betis,Levante,0,3,A,22,6,8,4,10,10,5,3,0,2,0,0,LL
17/08/2018,Girona,Valladolid,0,0,D,13,2,1,1,21,20,3,2,1,1,0,0,LL
18/08/2018,Barcelona,Alaves,3,0,H,25,3,9,0,6,13,7,1,0,2,0,0,LL
18/08/2018,Celta,Espanol,1,1,D,12,14,2,5,13,14,8,7,3,2,0,0,LL
18/08/2018,Villarreal,Sociedad,1,2,A,16,8,7,4,16,10,4,6,2,3,0,0,LL
19/08/2018,Eibar,Huesca,1,2,A,18,8,6,6,12,13,7,0,1,1,0,0,LL
19/08/2018,Real Madrid,Getafe,2,0,H,10,4,3,1,11,27,3,0,1,7,0,0,LL
19/08/2018,Vallecano,Sevilla,1,4,A,13,17,2,8,6,15,2,6,1,0,0,0,LL
20/08/2018,Ath Bilbao,Leganes,2,1,H,17,12,5,2,12,13,6,2,4,5,0,0,LL
20/08/2018,Valencia,Ath Madrid,1,1,D,13,9,4,3,10,15,4,10,2,3,0,0,LL
24/08/2018,Getafe,Eibar,2,0,H,7,9,4,0,14,11,5,5,2,1,0,0,LL
24/08/2018,Leganes,Sociedad,2,2,D,18,7,5,6,12,9,5,0,1,2,0,0,LL
25/08/2018,Alaves,Betis,0,0,D,16,13,4,5,17,15,5,6,3,1,0,0,LL
25/08/2018,Ath Madrid,Vallecano,1,0,H,9,13,2,3,7,8,8,5,1,1,0,0,LL
25/08/2018,Valladolid,Barcelona,0,1,A,7,10,4,5,13,11,6,10,1,1,0,0,LL
26/08/2018,Espanol,Valencia,2,0,H,19,16,9,4,16,12,6,10,1,1,0,0,LL
26/08/2018,Girona,Real Madrid,1,4,A,10,20,5,8,13,11,4,7,2,3,0,0,LL
26/08/2018,Sevilla,Villarreal,0,0,D,19,14,2,6,13,14,4,5,3,2,0,0,LL
27/08/2018,Ath Bilbao,Huesca,2,2,D,14,9,4,4,17,17,3,2,2,2,0,0,LL
27/08/2018,Levante,Celta,1,2,A,15,21,6,9,14,8,7,7,2,3,0,0,LL
31/08/2018,Eibar,Sociedad,2,1,H,8,7,2,2,18,15,4,2,3,2,0,0,LL
31/08/2018,Getafe,Valladolid,0,0,D,12,7,3,4,22,14,6,7,3,1,0,0,LL
31/08/2018,Villarreal,Girona,0,1,A,13,14,3,6,15,11,7,2,3,2,0,0,LL
01/09/2018,Celta,Ath Madrid,2,0,H,10,9,4,0,12,14,2,8,4,5,0,1,LL
01/09/2018,Real Madrid,Leganes,4,1,H,17,8,8,3,11,11,8,1,1,1,0,0,LL
02/09/2018,Alaves,Espanol,2,1,H,8,11,5,7,19,13,0,12,4,3,0,0,LL
02/09/2018,Barcelona,Huesca,8,2,H,31,7,15,3,6,12,9,4,1,2,0,0,LL
02/09/2018,Betis,Sevilla,1,0,H,11,8,3,2,15,17,5,8,3,6,0,1,LL
02/09/2018,Levante,Valencia,2,2,D,13,18,4,5,14,10,3,5,4,2,1,0,LL
14/09/2018,Huesca,Vallecano,0,1,A,14,14,4,2,16,18,6,3,2,1,0,0,LL
15/09/2018,Ath Bilbao,Real Madrid,1,1,D,11,16,3,6,18,6,1,2,6,2,0,0,LL
15/09/2018,Ath Madrid,Eibar,1,1,D,18,12,9,3,5,21,14,3,2,2,0,0,LL
15/09/2018,Sociedad,Barcelona,1,2,A,8,12,5,6,18,8,1,6,1,1,0,0,LL
15/09/2018,Valencia,Betis,0,0,D,12,11,2,6,22,9,5,4,6,3,0,0,LL
16/09/2018,Espanol,Levante,1,0,H,22,16,9,4,17,13,5,4,1,2,0,0,LL
16/09/2018,Leganes,Villarreal,0,1,A,16,9,3,3,16,9,6,1,4,3,0,0,LL
16/09/2018,Sevilla,Getafe,0,2,A,15,10,1,5,10,22,7,1,3,6,0,0,LL
16/09/2018,Valladolid,Alaves,0,1,A,15,10,5,4,9,12,7,2,3,2,0,0,LL
17/09/2018,Girona,Celta,3,2,H,11,20,6,7,15,11,3,1,1,3,0,1,LL
21/09/2018,Huesca,Sociedad,0,1,A,13,7,3,1,16,12,7,5,5,3,0,2,LL
22/09/2018,Celta,Valladolid,3,3,D,12,14,5,4,9,11,7,8,2,2,0,0,LL
22/09/2018,Eibar,Leganes,1,0,H,14,4,3,2,16,17,5,2,1,1,0,0,LL
22/09/2018,Getafe,Ath Madrid,0,2,A,11,7,2,4,12,15,1,5,1,2,1,0,LL
22/09/2018,Real Madrid,Espanol,1,0,H,19,10,5,3,5,16,8,3,2,2,0,0,LL
22/09/2018,Vallecano,Alaves,1,5,A,13,11,4,7,14,12,8,4,1,2,1,0,LL
23/09/2018,Barcelona,Girona,2,2,D,22,7,11,6,9,16,8,2,3,5,1,0,LL
23/09/2018,Betis,Ath Bilbao,2,2,D,15,7,3,4,13,20,6,1,2,7,0,1,LL
23/09/2018,Levante,Sevilla,2,6,A,19,20,10,9,5,18,8,4,1,1,0,0,LL
23/09/2018,Villarreal,Valencia,0,0,D,11,12,1,2,12,12,8,6,4,1,0,1,LL
25/09/2018,Ath Madrid,Huesca,3,0,H,17,8,5,1,1,14,4,3,0,2,0,0,LL
25/09/2018,Espanol,Eibar,1,0,H,9,8,5,1,8,8,4,3,2,2,0,0,LL
25/09/2018,Sociedad,Vallecano,2,2,D,16,11,6,6,12,18,8,5,4,3,0,0,LL
26/09/2018,Ath Bilbao,Villarreal,0,3,A,12,19,2,6,3,14,6,4,1,1,0,0,LL
26/09/2018,Leganes,Barcelona,2,1,H,10,9,6,5,15,11,4,5,4,2,0,0,LL
26/09/2018,Sevilla,Real Madrid,3,0,H,16,21,7,3,16,12,5,6,3,4,0,0,LL
26/09/2018,Valencia,Celta,1,1,D,14,9,5,3,18,7,0,2,1,3,0,0,LL
27/09/2018,Alaves,Getafe,1,1,D,15,13,2,5,8,22,5,7,4,2,0,0,LL
27/09/2018,Girona,Betis,0,1,A,8,14,2,6,17,14,5,1,1,3,0,0,LL
27/09/2018,Valladolid,Levante,2,1,H,20,9,6,4,17,10,8,6,1,4,0,1,LL
28/09/2018,Vallecano,Espanol,2,2,D,11,12,5,5,13,16,5,3,3,3,0,0,LL
29/09/2018,Barcelona,Ath Bilbao,1,1,D,20,8,8,2,9,18,4,3,3,3,0,0,LL
29/09/2018,Eibar,Sevilla,1,3,A,15,7,2,5,16,9,6,3,2,3,0,0,LL
29/09/2018,Real Madrid,Ath Madrid,0,0,D,15,8,6,3,7,17,8,6,3,4,0,0,LL
29/09/2018,Sociedad,Valencia,0,1,A,10,9,5,2,13,18,3,0,3,5,0,0,LL
30/09/2018,Betis,Leganes,1,0,H,17,11,4,5,7,10,7,1,0,4,0,0,LL
30/09/2018,Huesca,Girona,1,1,D,13,14,6,4,14,14,5,5,4,2,0,0,LL
30/09/2018,Levante,Alaves,2,1,H,14,14,4,2,22,19,9,4,7,1,0,0,LL
30/09/2018,Villarreal,Valladolid,0,1,A,27,9,7,3,17,12,7,2,3,3,0,0,LL
01/10/2018,Celta,Getafe,1,1,D,8,12,2,4,13,15,3,9,2,2,0,0,LL
05/10/2018,Ath Bilbao,Sociedad,1,3,A,13,6,5,3,15,19,11,0,6,5,0,0,LL
06/10/2018,Alaves,Real Madrid,1,0,H,8,13,4,6,20,10,4,3,1,0,0,0,LL
06/10/2018,Getafe,Levante,0,1,A,15,12,4,3,17,18,10,2,4,5,1,0,LL
06/10/2018,Girona,Eibar,2,3,A,10,12,3,4,9,17,4,9,3,6,0,0,LL
06/10/2018,Leganes,Vallecano,1,0,H,13,6,4,2,12,12,6,4,1,4,0,1,LL
07/10/2018,Ath Madrid,Betis,1,0,H,13,5,5,0,16,10,6,4,5,3,0,0,LL
07/10/2018,Espanol,Villarreal,3,1,H,28,13,12,6,13,8,10,3,3,2,0,0,LL
07/10/2018,Sevilla,Celta,2,1,H,12,13,3,5,14,9,8,8,3,4,0,1,LL
07/10/2018,Valencia,Barcelona,1,1,D,10,10,3,5,11,6,5,2,2,2,0,0,LL
07/10/2018,Valladolid,Huesca,1,0,H,9,11,3,1,9,13,6,2,1,2,0,0,LL
19/10/2018,Celta,Alaves,0,1,A,19,9,9,2,9,12,6,2,2,3,0,0,LL
20/10/2018,Barcelona,Sevilla,4,2,H,23,19,9,7,10,16,5,7,0,1,0,0,LL
20/10/2018,Real Madrid,Levante,1,2,A,34,6,12,2,10,19,15,1,1,2,0,0,LL
20/10/2018,Valencia,Leganes,1,1,D,18,7,4,5,9,13,10,1,1,2,0,0,LL
20/10/2018,Villarreal,Ath Madrid,1,1,D,18,15,6,4,16,9,8,7,3,1,0,0,LL
21/10/2018,Betis,Valladolid,0,1,A,20,6,4,2,7,10,9,6,0,4,0,0,LL
21/10/2018,Eibar,Ath Bilbao,1,1,D,18,6,6,3,7,13,8,2,2,3,0,0,LL
21/10/2018,Huesca,Espanol,0,2,A,10,6,2,2,21,14,6,4,3,3,0,0,LL
21/10/2018,Vallecano,Getafe,1,2,A,10,5,3,2,14,25,6,2,5,5,1,0,LL
22/10/2018,Sociedad,Girona,0,0,D,14,12,8,2,14,15,7,6,3,1,0,0,LL
24/10/2018,Vallecano,Ath Bilbao,1,1,D,11,12,3,4,14,9,5,4,1,1,0,0,LL
26/10/2018,Valladolid,Espanol,1,1,D,15,11,2,4,16,16,5,2,4,2,0,0,LL
27/10/2018,Ath Bilbao,Valencia,0,0,D,13,11,2,3,25,22,5,2,2,5,0,0,LL
27/10/2018,Ath Madrid,Sociedad,2,0,H,14,7,4,0,10,7,10,1,2,1,0,0,LL
27/10/2018,Celta,Eibar,4,0,H,10,17,6,5,9,8,2,8,0,0,0,0,LL
27/10/2018,Girona,Vallecano,2,1,H,14,14,6,5,11,16,4,7,1,3,1,0,LL
27/10/2018,Levante,Leganes,2,0,H,9,21,4,6,12,14,3,2,2,2,0,0,LL
28/10/2018,Alaves,Villarreal,2,1,H,19,9,6,2,9,11,8,4,1,1,0,0,LL
28/10/2018,Barcelona,Real Madrid,5,1,H,13,15,8,4,17,14,4,2,2,2,0,0,LL
28/10/2018,Getafe,Betis,2,0,H,16,7,7,3,9,14,5,4,1,2,0,0,LL
28/10/2018,Sevilla,Huesca,2,1,H,15,11,4,2,9,14,4,2,2,3,0,0,LL
03/11/2018,Leganes,Ath Madrid,1,1,D,8,9,3,4,18,12,4,7,4,2,0,0,LL
03/11/2018,Real Madrid,Valladolid,2,0,H,16,12,7,2,14,7,8,6,1,0,0,0,LL
03/11/2018,Valencia,Girona,0,1,A,27,5,9,3,14,13,11,2,4,4,0,0,LL
03/11/2018,Vallecano,Barcelona,2,3,A,11,9,5,5,23,11,3,1,4,2,0,0,LL
04/11/2018,Betis,Celta,3,3,D,14,14,6,7,12,11,4,4,4,2,0,0,LL
04/11/2018,Eibar,Alaves,2,1,H,23,9,8,3,11,7,13,1,4,0,1,1,LL
04/11/2018,Huesca,Getafe,1,1,D,18,8,7,2,18,13,10,2,5,3,0,0,LL
04/11/2018,Sociedad,Sevilla,0,0,D,10,8,1,1,8,17,7,7,1,3,0,0,LL
04/11/2018,Villarreal,Levante,1,1,D,23,13,4,2,14,10,5,4,3,3,0,0,LL
05/11/2018,Espanol,Ath Bilbao,1,0,H,8,10,3,2,15,13,2,1,1,3,0,0,LL
09/11/2018,Levante,Sociedad,1,3,A,17,15,2,4,17,12,6,4,6,1,0,0,LL
10/11/2018,Ath Madrid,Ath Bilbao,3,2,H,9,6,3,5,8,15,12,2,5,4,0,1,LL
10/11/2018,Getafe,Valencia,0,1,A,17,7,3,3,23,8,6,4,3,3,1,0,LL
10/11/2018,Girona,Leganes,0,0,D,5,10,0,1,13,13,0,6,1,4,0,0,LL
10/11/2018,Valladolid,Eibar,0,0,D,9,16,1,6,16,15,4,4,2,4,0,1,LL
11/11/2018,Alaves,Huesca,2,1,H,13,9,5,2,20,13,5,4,3,4,0,0,LL
11/11/2018,Barcelona,Betis,3,4,A,20,15,5,8,13,11,10,5,4,2,1,0,LL
11/11/2018,Celta,Real Madrid,2,4,A,15,14,4,5,19,13,5,1,4,2,1,0,LL
11/11/2018,Sevilla,Espanol,2,1,H,23,15,10,7,18,10,6,3,4,2,0,0,LL
11/11/2018,Vallecano,Villarreal,2,2,D,15,11,7,5,7,12,8,4,1,3,0,1,LL
23/11/2018,Leganes,Alaves,1,0,H,13,7,6,2,10,13,5,3,2,4,0,0,LL
24/11/2018,Ath Madrid,Barcelona,1,1,D,3,8,1,2,19,12,2,8,5,3,0,0,LL
24/11/2018,Eibar,Real Madrid,3,0,H,14,9,8,3,17,8,5,4,2,1,0,0,LL
24/11/2018,Huesca,Levante,2,2,D,32,5,12,3,11,8,7,2,4,3,1,0,LL
24/11/2018,Valencia,Vallecano,3,0,H,13,13,10,3,15,14,6,5,2,4,0,1,LL
25/11/2018,Ath Bilbao,Getafe,1,1,D,8,15,4,2,10,12,2,2,5,4,0,0,LL
25/11/2018,Espanol,Girona,1,3,A,18,16,10,11,16,14,8,3,3,4,0,0,LL
25/11/2018,Sevilla,Valladolid,1,0,H,17,13,9,5,15,15,8,6,3,3,0,0,LL
25/11/2018,Villarreal,Betis,2,1,H,13,13,8,6,15,13,5,4,2,1,0,0,LL
26/11/2018,Sociedad,Celta,2,1,H,15,6,8,2,12,14,6,2,2,2,0,0,LL
30/11/2018,Vallecano,Eibar,1,0,H,5,13,2,5,15,12,1,4,5,3,0,0,LL
01/12/2018,Celta,Huesca,2,0,H,12,8,5,3,14,14,4,4,2,3,0,0,LL
01/12/2018,Getafe,Espanol,3,0,H,14,8,5,2,17,16,7,4,3,2,0,0,LL
01/12/2018,Real Madrid,Valencia,2,0,H,13,7,3,2,11,10,2,2,1,3,0,0,LL
01/12/2018,Valladolid,Leganes,2,4,A,20,14,6,5,5,13,6,5,0,3,0,0,LL
02/12/2018,Alaves,Sevilla,1,1,D,11,14,3,3,21,14,2,5,3,3,0,0,LL
02/12/2018,Barcelona,Villarreal,2,0,H,16,12,7,2,9,17,11,1,2,4,0,0,LL
02/12/2018,Betis,Sociedad,1,0,H,6,6,4,4,18,18,6,4,4,2,0,0,LL
02/12/2018,Girona,Ath Madrid,1,1,D,13,17,3,3,8,16,2,9,0,5,0,0,LL
03/12/2018,Levante,Ath Bilbao,3,0,H,17,12,7,3,11,15,2,6,3,5,0,1,LL
07/12/2018,Leganes,Getafe,1,1,D,17,6,5,2,12,13,7,2,1,2,1,0,LL
08/12/2018,Ath Madrid,Alaves,3,0,H,12,13,5,3,20,15,5,5,5,4,0,0,LL
08/12/2018,Espanol,Barcelona,0,4,A,15,17,3,9,16,10,11,4,1,0,0,0,LL
08/12/2018,Valencia,Sevilla,1,1,D,16,11,6,3,13,17,6,4,0,4,0,0,LL
08/12/2018,Villarreal,Celta,2,3,A,13,14,3,7,12,10,6,1,3,3,0,0,LL
09/12/2018,Betis,Vallecano,2,0,H,8,12,3,3,13,20,2,9,2,3,0,0,LL
09/12/2018,Eibar,Levante,4,4,D,32,14,7,5,11,7,12,3,2,2,0,0,LL
09/12/2018,Huesca,Real Madrid,0,1,A,11,5,4,4,12,10,11,6,2,2,0,0,LL
09/12/2018,Sociedad,Valladolid,1,2,A,23,10,5,6,9,16,11,6,2,2,0,0,LL
10/12/2018,Ath Bilbao,Girona,1,0,H,25,3,10,1,17,15,11,0,3,1,0,0,LL
14/12/2018,Celta,Leganes,0,0,D,15,5,2,2,11,11,10,0,3,3,0,0,LL
15/12/2018,Eibar,Valencia,1,1,D,18,11,6,4,11,15,4,2,0,1,0,0,LL
15/12/2018,Getafe,Sociedad,1,0,H,9,9,2,4,24,14,2,3,3,4,0,0,LL
15/12/2018,Real Madrid,Vallecano,1,0,H,9,11,4,3,15,18,4,4,0,3,0,0,LL
15/12/2018,Valladolid,Ath Madrid,2,3,A,8,14,2,5,16,13,9,3,4,1,0,0,LL
16/12/2018,Espanol,Betis,1,3,A,10,12,3,5,23,10,0,4,3,4,0,0,LL
16/12/2018,Huesca,Villarreal,2,2,D,30,10,13,5,12,11,13,2,4,5,0,1,LL
16/12/2018,Levante,Barcelona,0,5,A,20,16,6,9,12,9,15,3,2,3,1,0,LL
16/12/2018,Sevilla,Girona,2,0,H,17,8,5,2,18,12,5,3,2,1,0,0,LL
17/12/2018,Alaves,Ath Bilbao,0,0,D,11,6,2,3,16,13,5,3,2,2,0,0,LL
21/12/2018,Girona,Getafe,1,1,D,12,5,4,2,9,13,4,1,1,2,0,0,LL
21/12/2018,Sociedad,Alaves,0,1,A,18,9,4,3,14,11,10,1,2,4,0,0,LL
22/12/2018,Ath Bilbao,Valladolid,1,1,D,8,5,3,2,25,12,3,1,3,2,0,0,LL
22/12/2018,Ath Madrid,Espanol,1,0,H,8,18,5,4,16,13,5,9,1,1,0,0,LL
22/12/2018,Barcelona,Celta,2,0,H,9,11,5,1,14,15,4,6,0,1,0,0,LL
22/12/2018,Betis,Eibar,1,1,D,4,15,2,4,11,13,4,11,2,4,0,0,LL
23/12/2018,Leganes,Sevilla,1,1,D,13,8,4,2,14,9,3,6,3,3,0,1,LL
23/12/2018,Valencia,Huesca,2,1,H,19,11,8,4,14,15,12,5,7,4,0,0,LL
23/12/2018,Vallecano,Levante,2,1,H,18,12,8,7,13,10,3,5,2,2,0,0,LL
03/01/2019,Villarreal,Real Madrid,2,2,D,12,14,4,7,12,13,6,4,2,2,0,0,LL
04/01/2019,Espanol,Leganes,1,0,H,12,10,1,2,10,17,3,6,2,5,0,1,LL
04/01/2019,Levante,Girona,2,2,D,19,9,8,2,18,16,8,2,3,1,1,0,LL
05/01/2019,Alaves,Valencia,2,1,H,14,14,5,2,10,13,2,6,3,3,0,0,LL
05/01/2019,Huesca,Betis,2,1,H,11,7,6,1,21,7,4,6,3,2,0,0,LL
05/01/2019,Valladolid,Vallecano,0,1,A,12,9,5,5,16,23,9,5,0,3,0,0,LL
06/01/2019,Eibar,Villarreal,0,0,D,24,7,6,4,12,17,13,1,0,2,0,0,LL
06/01/2019,Getafe,Barcelona,1,2,A,10,12,2,8,23,12,4,4,4,3,0,0,LL
06/01/2019,Real Madrid,Sociedad,0,2,A,28,12,8,4,13,13,10,4,5,1,1,0,LL
06/01/2019,Sevilla,Ath Madrid,1,1,D,15,12,5,7,15,11,4,5,5,7,0,0,LL
07/01/2019,Celta,Ath Bilbao,1,2,A,17,8,3,4,16,21,3,2,2,5,0,0,LL
11/01/2019,Vallecano,Celta,4,2,H,11,13,8,4,12,8,7,5,4,1,0,0,LL
12/01/2019,Girona,Alaves,1,1,D,9,15,4,4,21,14,6,3,4,2,0,0,LL
12/01/2019,Leganes,Huesca,1,0,H,14,9,7,3,11,9,4,4,3,3,0,0,LL
12/01/2019,Valencia,Valladolid,1,1,D,17,6,5,1,15,18,7,0,2,5,0,0,LL
12/01/2019,Villarreal,Getafe,1,2,A,17,9,6,4,14,13,6,1,5,3,0,0,LL
13/01/2019,Ath Bilbao,Sevilla,2,0,H,10,10,3,4,14,14,7,6,4,3,0,0,LL
13/01/2019,Ath Madrid,Levante,1,0,H,19,7,5,2,9,17,5,2,0,3,0,0,LL
13/01/2019,Barcelona,Eibar,3,0,H,7,15,6,2,10,12,2,3,2,1,0,0,LL
13/01/2019,Betis,Real Madrid,1,2,A,9,14,2,5,9,13,6,5,2,3,0,0,LL
